"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HSD11B1",0.0526230682410507,3.07367277103846,0.19727031040287,0.84399440367862,0.943010506903486,-5.2516838050741
"IFNGR2",0.0201504021755081,8.33603053915385,0.174047666115047,0.86216051162909,0.957956124032323,-5.25489753620004
"CD19",-0.0476722179216584,2.67301511498077,-0.161832704739138,0.871746173943431,0.962946360578871,-5.25642672652775
"VCAM1",-0.0367178028715669,5.90720461976923,-0.156062351815926,0.876281188126772,0.962946360578871,-5.25711045919971
"MS4A1",-0.0496826987962367,3.43061014884615,-0.126518934828933,0.899561230320091,0.976570586152002,-5.26022239518062
"TMUB2",-0.00895744136309506,6.32365800914423,-0.115775242383067,0.9080500778651,0.976570586152002,-5.26119279658252
"STAT3",0.0112496394018731,7.74165518665385,0.111671191132493,0.911295654520048,0.976570586152002,-5.26154077790075
"CD28",0.0202658432990548,4.34693110789423,0.109673667198113,0.912875888371551,0.976570586152002,-5.26170560515035
"CXCL1",-0.0410085558007607,5.08131526506731,-0.107702085593547,0.914435942050577,0.976570586152002,-5.26186537531824
"PTGS2",-0.0265309127363511,3.85986794699038,-0.0979875460756453,0.92212753460243,0.976570586152002,-5.26261029720564
"NLRP3",0.0181985327830478,2.79333562116346,0.0899890421007523,0.92846601933041,0.976570586152002,-5.26317082571294
"ENTPD1",0.0142196382749509,5.86125783926923,0.0851330035647159,0.932316503078269,0.976570586152002,-5.26348786582656
"CTAG1B",0.0552187137694879,2.81423025651923,0.0839029068437858,0.933292138604309,0.976570586152002,-5.26356538555549
"IL1R2",-0.0191423604621535,3.23431786660577,-0.0785892299734677,0.937507762705921,0.976570586152002,-5.26388728799724
"SELE",0.0144294613559293,4.03738170057692,0.059647328878005,0.952549015155649,0.985579042456788,-5.26486351826786
"IL1B",0.0188064071758891,4.2002014225,0.05528612813988,0.956014755125105,0.985579042456788,-5.26505039981094
"CD79A",-0.01722869951187,5.02687020196154,-0.0490906735380893,0.960939566395368,0.985579042456788,-5.26529149802842
